s,epsilon,epsilon_plus_alpha_s,lambda_kappa_0,lambda_kappa_0_5,lambda_kappa_1,dlnY_dz_kappa_0,dlnY_dz_kappa_0_5,dlnY_dz_kappa_1,dlnR_dz_kappa_0,dlnR_dz_kappa_0_5,dlnR_dz_kappa_1,sign_region_kappa_0,sign_region_kappa_0_5,sign_region_kappa_1,peak_s_kappa_0,peak_s_kappa_0_5,peak_s_kappa_1,peak_lambda_kappa_0,peak_lambda_kappa_0_5,peak_lambda_kappa_1
0.7000000000,0.1000000000,0.3450000000,0.2406079501,0.1710038776,0.0849710983,-0.1406079501,-0.0710038776,0.0150289017,0.1043920499,0.1739961224,0.2600289017,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7020000000,0.1000000000,0.3457000000,0.2395038240,0.1702567499,0.0846229533,-0.1395038240,-0.0702567499,0.0153770467,0.1061961760,0.1754432501,0.2610770467,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7040000000,0.1000000000,0.3464000000,0.2383922301,0.1695039251,0.0842717609,-0.1383922301,-0.0695039251,0.0157282391,0.1080077699,0.1768960749,0.2621282391,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7060000000,0.1000000000,0.3471000000,0.2372731854,0.1687454125,0.0839175234,-0.1372731854,-0.0687454125,0.0160824766,0.1098268146,0.1783545875,0.2631824766,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7080000000,0.1000000000,0.3478000000,0.2361467069,0.1679812213,0.0835602433,-0.1361467069,-0.0679812213,0.0164397567,0.1116532931,0.1798187787,0.2642397567,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7100000000,0.1000000000,0.3485000000,0.2350128116,0.1672113608,0.0831999230,-0.1350128116,-0.0672113608,0.0168000770,0.1134871884,0.1812886392,0.2653000770,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7120000000,0.1000000000,0.3492000000,0.2338715164,0.1664358402,0.0828365651,-0.1338715164,-0.0664358402,0.0171634349,0.1153284836,0.1827641598,0.2663634349,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7140000000,0.1000000000,0.3499000000,0.2327228381,0.1656546686,0.0824701719,-0.1327228381,-0.0656546686,0.0175298281,0.1171771619,0.1842453314,0.2674298281,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7160000000,0.1000000000,0.3506000000,0.2315667937,0.1648678552,0.0821007460,-0.1315667937,-0.0648678552,0.0178992540,0.1190332063,0.1857321448,0.2684992540,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7180000000,0.1000000000,0.3513000000,0.2304033999,0.1640754092,0.0817282897,-0.1304033999,-0.0640754092,0.0182717103,0.1208966001,0.1872245908,0.2695717103,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7200000000,0.1000000000,0.3520000000,0.2292326733,0.1632773397,0.0813528055,-0.1292326733,-0.0632773397,0.0186471945,0.1227673267,0.1887226603,0.2706471945,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7220000000,0.1000000000,0.3527000000,0.2280546306,0.1624736558,0.0809742959,-0.1280546306,-0.0624736558,0.0190257041,0.1246453694,0.1902263442,0.2717257041,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7240000000,0.1000000000,0.3534000000,0.2268692885,0.1616643666,0.0805927633,-0.1268692885,-0.0616643666,0.0194072367,0.1265307115,0.1917356334,0.2728072367,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7260000000,0.1000000000,0.3541000000,0.2256766635,0.1608494810,0.0802082101,-0.1256766635,-0.0608494810,0.0197917899,0.1284233365,0.1932505190,0.2738917899,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7280000000,0.1000000000,0.3548000000,0.2244767722,0.1600290083,0.0798206388,-0.1244767722,-0.0600290083,0.0201793612,0.1303232278,0.1947709917,0.2749793612,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7300000000,0.1000000000,0.3555000000,0.2232696309,0.1592029574,0.0794300518,-0.1232696309,-0.0592029574,0.0205699482,0.1322303691,0.1962970426,0.2760699482,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7320000000,0.1000000000,0.3562000000,0.2220552561,0.1583713373,0.0790364515,-0.1220552561,-0.0583713373,0.0209635485,0.1341447439,0.1978286627,0.2771635485,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7340000000,0.1000000000,0.3569000000,0.2208336642,0.1575341570,0.0786398404,-0.1208336642,-0.0575341570,0.0213601596,0.1360663358,0.1993658430,0.2782601596,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7360000000,0.1000000000,0.3576000000,0.2196048714,0.1566914255,0.0782402209,-0.1196048714,-0.0566914255,0.0217597791,0.1379951286,0.2009085745,0.2793597791,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7380000000,0.1000000000,0.3583000000,0.2183688941,0.1558431516,0.0778375954,-0.1183688941,-0.0558431516,0.0221624046,0.1399311059,0.2024568484,0.2804624046,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7400000000,0.1000000000,0.3590000000,0.2171257485,0.1549893445,0.0774319663,-0.1171257485,-0.0549893445,0.0225680337,0.1418742515,0.2040106555,0.2815680337,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7420000000,0.1000000000,0.3597000000,0.2158754507,0.1541300129,0.0770233360,-0.1158754507,-0.0541300129,0.0229766640,0.1438245493,0.2055699871,0.2826766640,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7440000000,0.1000000000,0.3604000000,0.2146180168,0.1532651657,0.0766117070,-0.1146180168,-0.0532651657,0.0233882930,0.1457819832,0.2071348343,0.2837882930,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7460000000,0.1000000000,0.3611000000,0.2133534629,0.1523948119,0.0761970817,-0.1133534629,-0.0523948119,0.0238029183,0.1477465371,0.2087051881,0.2849029183,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7480000000,0.1000000000,0.3618000000,0.2120818051,0.1515189602,0.0757794624,-0.1120818051,-0.0515189602,0.0242205376,0.1497181949,0.2102810398,0.2860205376,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7500000000,0.1000000000,0.3625000000,0.2108030593,0.1506376196,0.0753588517,-0.1108030593,-0.0506376196,0.0246411483,0.1516969407,0.2118623804,0.2871411483,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7520000000,0.1000000000,0.3632000000,0.2095172414,0.1497507987,0.0749352518,-0.1095172414,-0.0497507987,0.0250647482,0.1536827586,0.2134492013,0.2882647482,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7540000000,0.1000000000,0.3639000000,0.2082243673,0.1488585065,0.0745086652,-0.1082243673,-0.0488585065,0.0254913348,0.1556756327,0.2150414935,0.2893913348,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7560000000,0.1000000000,0.3646000000,0.2069244529,0.1479607517,0.0740790943,-0.1069244529,-0.0479607517,0.0259209057,0.1576755471,0.2166392483,0.2905209057,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7580000000,0.1000000000,0.3653000000,0.2056175138,0.1470575430,0.0736465415,-0.1056175138,-0.0470575430,0.0263534585,0.1596824862,0.2182424570,0.2916534585,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7600000000,0.1000000000,0.3660000000,0.2043035660,0.1461488893,0.0732110092,-0.1043035660,-0.0461488893,0.0267889908,0.1616964340,0.2198511107,0.2927889908,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7620000000,0.1000000000,0.3667000000,0.2029826250,0.1452347991,0.0727724997,-0.1029826250,-0.0452347991,0.0272275003,0.1637173750,0.2214652009,0.2939275003,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7640000000,0.1000000000,0.3674000000,0.2016547065,0.1443152813,0.0723310155,-0.1016547065,-0.0443152813,0.0276689845,0.1657452935,0.2230847187,0.2950689845,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7660000000,0.1000000000,0.3681000000,0.2003198261,0.1433903445,0.0718865590,-0.1003198261,-0.0433903445,0.0281134410,0.1677801739,0.2247096555,0.2962134410,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7680000000,0.1000000000,0.3688000000,0.1989779993,0.1424599973,0.0714391324,-0.0989779993,-0.0424599973,0.0285608676,0.1698220007,0.2263400027,0.2973608676,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7700000000,0.1000000000,0.3695000000,0.1976292416,0.1415242484,0.0709887383,-0.0976292416,-0.0415242484,0.0290112617,0.1718707584,0.2279757516,0.2985112617,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7720000000,0.1000000000,0.3702000000,0.1962735686,0.1405831065,0.0705353790,-0.0962735686,-0.0405831065,0.0294646210,0.1739264314,0.2296168935,0.2996646210,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7740000000,0.1000000000,0.3709000000,0.1949109956,0.1396365802,0.0700790568,-0.0949109956,-0.0396365802,0.0299209432,0.1759890044,0.2312634198,0.3008209432,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7760000000,0.1000000000,0.3716000000,0.1935415379,0.1386846780,0.0696197742,-0.0935415379,-0.0386846780,0.0303802258,0.1780584621,0.2329153220,0.3019802258,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7780000000,0.1000000000,0.3723000000,0.1921652109,0.1377274085,0.0691575335,-0.0921652109,-0.0377274085,0.0308424665,0.1801347891,0.2345725915,0.3031424665,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7800000000,0.1000000000,0.3730000000,0.1907820300,0.1367647803,0.0686923370,-0.0907820300,-0.0367647803,0.0313076630,0.1822179700,0.2362352197,0.3043076630,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7820000000,0.1000000000,0.3737000000,0.1893920102,0.1357968019,0.0682241872,-0.0893920102,-0.0357968019,0.0317758128,0.1843079898,0.2379031981,0.3054758128,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7840000000,0.1000000000,0.3744000000,0.1879951667,0.1348234818,0.0677530864,-0.0879951667,-0.0348234818,0.0322469136,0.1864048333,0.2395765182,0.3066469136,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7860000000,0.1000000000,0.3751000000,0.1865915149,0.1338448286,0.0672790370,-0.0865915149,-0.0338448286,0.0327209630,0.1885084851,0.2412551714,0.3078209630,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7880000000,0.1000000000,0.3758000000,0.1851810696,0.1328608507,0.0668020413,-0.0851810696,-0.0328608507,0.0331979587,0.1906189304,0.2429391493,0.3089979587,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7900000000,0.1000000000,0.3765000000,0.1837638460,0.1318715565,0.0663221017,-0.0837638460,-0.0318715565,0.0336778983,0.1927361540,0.2446284435,0.3101778983,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7920000000,0.1000000000,0.3772000000,0.1823398590,0.1308769546,0.0658392205,-0.0823398590,-0.0308769546,0.0341607795,0.1948601410,0.2463230454,0.3113607795,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7940000000,0.1000000000,0.3779000000,0.1809091237,0.1298770534,0.0653534001,-0.0809091237,-0.0298770534,0.0346465999,0.1969908763,0.2480229466,0.3125465999,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7960000000,0.1000000000,0.3786000000,0.1794716550,0.1288718612,0.0648646428,-0.0794716550,-0.0288718612,0.0351353572,0.1991283450,0.2497281388,0.3137353572,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7980000000,0.1000000000,0.3793000000,0.1780274677,0.1278613865,0.0643729510,-0.0780274677,-0.0278613865,0.0356270490,0.2012725323,0.2514386135,0.3149270490,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8000000000,0.1000000000,0.3800000000,0.1765765766,0.1268456376,0.0638783270,-0.0765765766,-0.0268456376,0.0361216730,0.2034234234,0.2531543624,0.3161216730,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8020000000,0.1000000000,0.3807000000,0.1751189965,0.1258246229,0.0633807732,-0.0751189965,-0.0258246229,0.0366192268,0.2055810035,0.2548753771,0.3173192268,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8040000000,0.1000000000,0.3814000000,0.1736547423,0.1247983507,0.0628802919,-0.0736547423,-0.0247983507,0.0371197081,0.2077452577,0.2566016493,0.3185197081,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8060000000,0.1000000000,0.3821000000,0.1721838285,0.1237668294,0.0623768854,-0.0721838285,-0.0237668294,0.0376231146,0.2099161715,0.2583331706,0.3197231146,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8080000000,0.1000000000,0.3828000000,0.1707062698,0.1227300673,0.0618705561,-0.0707062698,-0.0227300673,0.0381294439,0.2120937302,0.2600699327,0.3209294439,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8100000000,0.1000000000,0.3835000000,0.1692220809,0.1216880726,0.0613613062,-0.0692220809,-0.0216880726,0.0386386938,0.2142779191,0.2618119274,0.3221386938,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8120000000,0.1000000000,0.3842000000,0.1677312763,0.1206408537,0.0608491383,-0.0677312763,-0.0206408537,0.0391508617,0.2164687237,0.2635591463,0.3233508617,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8140000000,0.1000000000,0.3849000000,0.1662338706,0.1195884187,0.0603340544,-0.0662338706,-0.0195884187,0.0396659456,0.2186661294,0.2653115813,0.3245659456,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8160000000,0.1000000000,0.3856000000,0.1647298782,0.1185307759,0.0598160571,-0.0647298782,-0.0185307759,0.0401839429,0.2208701218,0.2670692241,0.3257839429,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8180000000,0.1000000000,0.3863000000,0.1632193136,0.1174679336,0.0592951485,-0.0632193136,-0.0174679336,0.0407048515,0.2230806864,0.2688320664,0.3270048515,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8200000000,0.1000000000,0.3870000000,0.1617021911,0.1163998999,0.0587713311,-0.0617021911,-0.0163998999,0.0412286689,0.2252978089,0.2706001001,0.3282286689,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8220000000,0.1000000000,0.3877000000,0.1601785251,0.1153266830,0.0582446070,-0.0601785251,-0.0153266830,0.0417553930,0.2275214749,0.2723733170,0.3294553930,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8240000000,0.1000000000,0.3884000000,0.1586483301,0.1142482910,0.0577149788,-0.0586483301,-0.0142482910,0.0422850212,0.2297516699,0.2741517090,0.3306850212,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8260000000,0.1000000000,0.3891000000,0.1571116201,0.1131647323,0.0571824486,-0.0571116201,-0.0131647323,0.0428175514,0.2319883799,0.2759352677,0.3319175514,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8280000000,0.1000000000,0.3898000000,0.1555684095,0.1120760147,0.0566470187,-0.0555684095,-0.0120760147,0.0433529813,0.2342315905,0.2777239853,0.3331529813,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8300000000,0.1000000000,0.3905000000,0.1540187124,0.1109821466,0.0561086915,-0.0540187124,-0.0109821466,0.0438913085,0.2364812876,0.2795178534,0.3343913085,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8320000000,0.1000000000,0.3912000000,0.1524625430,0.1098831359,0.0555674693,-0.0524625430,-0.0098831359,0.0444325307,0.2387374570,0.2813168641,0.3356325307,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8340000000,0.1000000000,0.3919000000,0.1508999155,0.1087789908,0.0550233544,-0.0508999155,-0.0087789908,0.0449766456,0.2410000845,0.2831210092,0.3368766456,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8360000000,0.1000000000,0.3926000000,0.1493308438,0.1076697193,0.0544763491,-0.0493308438,-0.0076697193,0.0455236509,0.2432691562,0.2849302807,0.3381236509,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8380000000,0.1000000000,0.3933000000,0.1477553420,0.1065553295,0.0539264556,-0.0477553420,-0.0065553295,0.0460735444,0.2455446580,0.2867446705,0.3393735444,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8400000000,0.1000000000,0.3940000000,0.1461734241,0.1054358293,0.0533736762,-0.0461734241,-0.0054358293,0.0466263238,0.2478265759,0.2885641707,0.3406263238,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8420000000,0.1000000000,0.3947000000,0.1445851040,0.1043112269,0.0528180134,-0.0445851040,-0.0043112269,0.0471819866,0.2501148960,0.2903887731,0.3418819866,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8440000000,0.1000000000,0.3954000000,0.1429903957,0.1031815302,0.0522594693,-0.0429903957,-0.0031815302,0.0477405307,0.2524096043,0.2922184698,0.3431405307,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8460000000,0.1000000000,0.3961000000,0.1413893130,0.1020467472,0.0516980462,-0.0413893130,-0.0020467472,0.0483019538,0.2547106870,0.2940532528,0.3444019538,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8480000000,0.1000000000,0.3968000000,0.1397818697,0.1009068858,0.0511337464,-0.0397818697,-0.0009068858,0.0488662536,0.2570181303,0.2958931142,0.3456662536,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8500000000,0.1000000000,0.3975000000,0.1381680796,0.0997619540,0.0505665722,-0.0381680796,0.0002380460,0.0494334278,0.2593319204,0.2977380460,0.3469334278,only_real_income_rises,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8520000000,0.1000000000,0.3982000000,0.1365479565,0.0986119598,0.0499965259,-0.0365479565,0.0013880402,0.0500034741,0.2616520435,0.2995880402,0.3482034741,only_real_income_rises,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8540000000,0.1000000000,0.3989000000,0.1349215141,0.0974569110,0.0494236098,-0.0349215141,0.0025430890,0.0505763902,0.2639784859,0.3014430890,0.3494763902,only_real_income_rises,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8560000000,0.1000000000,0.3996000000,0.1332887660,0.0962968156,0.0488478261,-0.0332887660,0.0037031844,0.0511521739,0.2663112340,0.3033031844,0.3507521739,only_real_income_rises,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8580000000,0.1000000000,0.4003000000,0.1316497258,0.0951316814,0.0482691771,-0.0316497258,0.0048683186,0.0517308229,0.2686502742,0.3051683186,0.3520308229,only_real_income_rises,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8600000000,0.1000000000,0.4010000000,0.1300044072,0.0939615162,0.0476876650,-0.0300044072,0.0060384838,0.0523123350,0.2709955928,0.3070384838,0.3533123350,only_real_income_rises,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8620000000,0.1000000000,0.4017000000,0.1283528237,0.0927863280,0.0471032922,-0.0283528237,0.0072136720,0.0528967078,0.2733471763,0.3089136720,0.3545967078,only_real_income_rises,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8640000000,0.1000000000,0.4024000000,0.1266949889,0.0916061246,0.0465160609,-0.0266949889,0.0083938754,0.0534839391,0.2757050111,0.3107938754,0.3558839391,only_real_income_rises,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8660000000,0.1000000000,0.4031000000,0.1250309160,0.0904209138,0.0459259734,-0.0250309160,0.0095790862,0.0540740266,0.2780690840,0.3126790862,0.3571740266,only_real_income_rises,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8680000000,0.1000000000,0.4038000000,0.1233606188,0.0892307033,0.0453330319,-0.0233606188,0.0107692967,0.0546669681,0.2804393812,0.3145692967,0.3584669681,only_real_income_rises,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8700000000,0.1000000000,0.4045000000,0.1216841104,0.0880355010,0.0447372387,-0.0216841104,0.0119644990,0.0552627613,0.2828158896,0.3164644990,0.3597627613,only_real_income_rises,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8720000000,0.1000000000,0.4052000000,0.1200014042,0.0868353147,0.0441385960,-0.0200014042,0.0131646853,0.0558614040,0.2851985958,0.3183646853,0.3610614040,only_real_income_rises,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8740000000,0.1000000000,0.4059000000,0.1183125137,0.0856301520,0.0435371061,-0.0183125137,0.0143698480,0.0564628939,0.2875874863,0.3202698480,0.3623628939,only_real_income_rises,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8760000000,0.1000000000,0.4066000000,0.1166174520,0.0844200207,0.0429327712,-0.0166174520,0.0155799793,0.0570672288,0.2899825480,0.3221799793,0.3636672288,only_real_income_rises,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8780000000,0.1000000000,0.4073000000,0.1149162324,0.0832049286,0.0423255936,-0.0149162324,0.0167950714,0.0576744064,0.2923837676,0.3240950714,0.3649744064,only_real_income_rises,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8800000000,0.1000000000,0.4080000000,0.1132088681,0.0819848833,0.0417155756,-0.0132088681,0.0180151167,0.0582844244,0.2947911319,0.3260151167,0.3662844244,only_real_income_rises,both_rise,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
