s,epsilon,epsilon_plus_alpha_s,lambda_kappa_0,lambda_kappa_0_5,lambda_kappa_1,dlnY_dz_kappa_0,dlnY_dz_kappa_0_5,dlnY_dz_kappa_1,dlnR_dz_kappa_0,dlnR_dz_kappa_0_5,dlnR_dz_kappa_1,sign_region_kappa_0,sign_region_kappa_0_5,sign_region_kappa_1,peak_s_kappa_0,peak_s_kappa_0_5,peak_s_kappa_1,peak_lambda_kappa_0,peak_lambda_kappa_0_5,peak_lambda_kappa_1
0.3400000000,0.1000000000,0.2190000000,0.2980914513,0.2025193391,0.0954313487,-0.1980914513,-0.1025193391,0.0045686513,-0.0790914513,0.0164806609,0.1235686513,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3420000000,0.1000000000,0.2197000000,0.2986718070,0.2029712044,0.0956746973,-0.1986718070,-0.1029712044,0.0043253027,-0.0789718070,0.0167287956,0.1240253027,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3440000000,0.1000000000,0.2204000000,0.2992405283,0.2034153153,0.0959145078,-0.1992405283,-0.1034153153,0.0040854922,-0.0788405283,0.0169846847,0.1244854922,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3460000000,0.1000000000,0.2211000000,0.2997976459,0.2038516859,0.0961507831,-0.1997976459,-0.1038516859,0.0038492169,-0.0786976459,0.0172483141,0.1249492169,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3480000000,0.1000000000,0.2218000000,0.3003431906,0.2042803300,0.0963835262,-0.2003431906,-0.1042803300,0.0036164738,-0.0785431906,0.0175196700,0.1254164738,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3500000000,0.1000000000,0.2225000000,0.3008771930,0.2047012616,0.0966127401,-0.2008771930,-0.1047012616,0.0033872599,-0.0783771930,0.0177987384,0.1258872599,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3520000000,0.1000000000,0.2232000000,0.3013996836,0.2051144945,0.0968384279,-0.2013996836,-0.1051144945,0.0031615721,-0.0781996836,0.0180855055,0.1263615721,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3540000000,0.1000000000,0.2239000000,0.3019106928,0.2055200426,0.0970605926,-0.2019106928,-0.1055200426,0.0029394074,-0.0780106928,0.0183799574,0.1268394074,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3560000000,0.1000000000,0.2246000000,0.3024102509,0.2059179197,0.0972792370,-0.2024102509,-0.1059179197,0.0027207630,-0.0778102509,0.0186820803,0.1273207630,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3580000000,0.1000000000,0.2253000000,0.3028983881,0.2063081395,0.0974943643,-0.2028983881,-0.1063081395,0.0025056357,-0.0775983881,0.0189918605,0.1278056357,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3600000000,0.1000000000,0.2260000000,0.3033751344,0.2066907158,0.0977059774,-0.2033751344,-0.1066907158,0.0022940226,-0.0773751344,0.0193092842,0.1282940226,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3620000000,0.1000000000,0.2267000000,0.3038405198,0.2070656623,0.0979140792,-0.2038405198,-0.1070656623,0.0020859208,-0.0771405198,0.0196343377,0.1287859208,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3640000000,0.1000000000,0.2274000000,0.3042945742,0.2074329926,0.0981186728,-0.2042945742,-0.1074329926,0.0018813272,-0.0768945742,0.0199670074,0.1292813272,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3660000000,0.1000000000,0.2281000000,0.3047373274,0.2077927205,0.0983197611,-0.2047373274,-0.1077927205,0.0016802389,-0.0766373274,0.0203072795,0.1297802389,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3680000000,0.1000000000,0.2288000000,0.3051688089,0.2081448595,0.0985173471,-0.2051688089,-0.1081448595,0.0014826529,-0.0763688089,0.0206551405,0.1302826529,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3700000000,0.1000000000,0.2295000000,0.3055890484,0.2084894231,0.0987114338,-0.2055890484,-0.1084894231,0.0012885662,-0.0760890484,0.0210105769,0.1307885662,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3720000000,0.1000000000,0.2302000000,0.3059980753,0.2088264250,0.0989020240,-0.2059980753,-0.1088264250,0.0010979760,-0.0757980753,0.0213735750,0.1312979760,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3740000000,0.1000000000,0.2309000000,0.3063959190,0.2091558787,0.0990891209,-0.2063959190,-0.1091558787,0.0009108791,-0.0754959190,0.0217441213,0.1318108791,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3760000000,0.1000000000,0.2316000000,0.3067826087,0.2094777975,0.0992727273,-0.2067826087,-0.1094777975,0.0007272727,-0.0751826087,0.0221222025,0.1323272727,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3780000000,0.1000000000,0.2323000000,0.3071581735,0.2097921950,0.0994528462,-0.2071581735,-0.1097921950,0.0005471538,-0.0748581735,0.0225078050,0.1328471538,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3800000000,0.1000000000,0.2330000000,0.3075226425,0.2100990846,0.0996294805,-0.2075226425,-0.1100990846,0.0003705195,-0.0745226425,0.0229009154,0.1333705195,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3820000000,0.1000000000,0.2337000000,0.3078760446,0.2103984797,0.0998026332,-0.2078760446,-0.1103984797,0.0001973668,-0.0741760446,0.0233015203,0.1338973668,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3840000000,0.1000000000,0.2344000000,0.3082184087,0.2106903936,0.0999723072,-0.2082184087,-0.1106903936,0.0000276928,-0.0738184087,0.0237096064,0.1344276928,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3860000000,0.1000000000,0.2351000000,0.3085497635,0.2109748396,0.1001385055,-0.2085497635,-0.1109748396,-0.0001385055,-0.0734497635,0.0241251604,0.1349614945,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3880000000,0.1000000000,0.2358000000,0.3088701377,0.2112518311,0.1003012310,-0.2088701377,-0.1112518311,-0.0003012310,-0.0730701377,0.0245481689,0.1354987690,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3900000000,0.1000000000,0.2365000000,0.3091795597,0.2115213812,0.1004604866,-0.2091795597,-0.1115213812,-0.0004604866,-0.0726795597,0.0249786188,0.1360395134,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3920000000,0.1000000000,0.2372000000,0.3094780581,0.2117835032,0.1006162753,-0.2094780581,-0.1117835032,-0.0006162753,-0.0722780581,0.0254164968,0.1365837247,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3940000000,0.1000000000,0.2379000000,0.3097656611,0.2120382103,0.1007686000,-0.2097656611,-0.1120382103,-0.0007686000,-0.0718656611,0.0258617897,0.1371314000,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3960000000,0.1000000000,0.2386000000,0.3100423971,0.2122855157,0.1009174636,-0.2100423971,-0.1122855157,-0.0009174636,-0.0714423971,0.0263144843,0.1376825364,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3980000000,0.1000000000,0.2393000000,0.3103082941,0.2125254325,0.1010628691,-0.2103082941,-0.1125254325,-0.0010628691,-0.0710082941,0.0267745675,0.1382371309,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4000000000,0.1000000000,0.2400000000,0.3105633803,0.2127579737,0.1012048193,-0.2105633803,-0.1127579737,-0.0012048193,-0.0705633803,0.0272420263,0.1387951807,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4020000000,0.1000000000,0.2407000000,0.3108076835,0.2129831525,0.1013433171,-0.2108076835,-0.1129831525,-0.0013433171,-0.0701076835,0.0277168475,0.1393566829,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4040000000,0.1000000000,0.2414000000,0.3110412317,0.2132009820,0.1014783656,-0.2110412317,-0.1132009820,-0.0014783656,-0.0696412317,0.0281990180,0.1399216344,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4060000000,0.1000000000,0.2421000000,0.3112640525,0.2134114750,0.1016099675,-0.2112640525,-0.1134114750,-0.0016099675,-0.0691640525,0.0286885250,0.1404900325,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4080000000,0.1000000000,0.2428000000,0.3114761738,0.2136146446,0.1017381258,-0.2114761738,-0.1136146446,-0.0017381258,-0.0686761738,0.0291853554,0.1410618742,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4100000000,0.1000000000,0.2435000000,0.3116776229,0.2138105037,0.1018628434,-0.2116776229,-0.1138105037,-0.0018628434,-0.0681776229,0.0296894963,0.1416371566,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4120000000,0.1000000000,0.2442000000,0.3118684275,0.2139990652,0.1019841232,-0.2118684275,-0.1139990652,-0.0019841232,-0.0676684275,0.0302009348,0.1422158768,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4140000000,0.1000000000,0.2449000000,0.3120486149,0.2141803421,0.1021019680,-0.2120486149,-0.1141803421,-0.0021019680,-0.0671486149,0.0307196579,0.1427980320,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4160000000,0.1000000000,0.2456000000,0.3122182123,0.2143543472,0.1022163808,-0.2122182123,-0.1143543472,-0.0022163808,-0.0666182123,0.0312456528,0.1433836192,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4180000000,0.1000000000,0.2463000000,0.3123772471,0.2145210932,0.1023273645,-0.2123772471,-0.1145210932,-0.0023273645,-0.0660772471,0.0317789068,0.1439726355,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4200000000,0.1000000000,0.2470000000,0.3125257462,0.2146805931,0.1024349219,-0.2125257462,-0.1146805931,-0.0024349219,-0.0655257462,0.0323194069,0.1445650781,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4220000000,0.1000000000,0.2477000000,0.3126637367,0.2148328596,0.1025390559,-0.2126637367,-0.1148328596,-0.0025390559,-0.0649637367,0.0328671404,0.1451609441,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4240000000,0.1000000000,0.2484000000,0.3127912456,0.2149779053,0.1026397695,-0.2127912456,-0.1149779053,-0.0026397695,-0.0643912456,0.0334220947,0.1457602305,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4260000000,0.1000000000,0.2491000000,0.3129082995,0.2151157430,0.1027370653,-0.2129082995,-0.1151157430,-0.0027370653,-0.0638082995,0.0339842570,0.1463629347,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4280000000,0.1000000000,0.2498000000,0.3130149254,0.2152463854,0.1028309465,-0.2130149254,-0.1152463854,-0.0028309465,-0.0632149254,0.0345536146,0.1469690535,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4300000000,0.1000000000,0.2505000000,0.3131111497,0.2153698452,0.1029214157,-0.2131111497,-0.1153698452,-0.0029214157,-0.0626111497,0.0351301548,0.1475785843,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4320000000,0.1000000000,0.2512000000,0.3131969992,0.2154861349,0.1030084759,-0.2131969992,-0.1154861349,-0.0030084759,-0.0619969992,0.0357138651,0.1481915241,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4340000000,0.1000000000,0.2519000000,0.3132725001,0.2155952671,0.1030921300,-0.2132725001,-0.1155952671,-0.0030921300,-0.0613725001,0.0363047329,0.1488078700,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4360000000,0.1000000000,0.2526000000,0.3133376790,0.2156972543,0.1031723807,-0.2133376790,-0.1156972543,-0.0031723807,-0.0607376790,0.0369027457,0.1494276193,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4380000000,0.1000000000,0.2533000000,0.3133925621,0.2157921092,0.1032492310,-0.2133925621,-0.1157921092,-0.0032492310,-0.0600925621,0.0375078908,0.1500507690,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4400000000,0.1000000000,0.2540000000,0.3134371755,0.2158798442,0.1033226837,-0.2134371755,-0.1158798442,-0.0033226837,-0.0594371755,0.0381201558,0.1506773163,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4420000000,0.1000000000,0.2547000000,0.3134715454,0.2159604718,0.1033927416,-0.2134715454,-0.1159604718,-0.0033927416,-0.0587715454,0.0387395282,0.1513072584,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4440000000,0.1000000000,0.2554000000,0.3134956978,0.2160340044,0.1034594077,-0.2134956978,-0.1160340044,-0.0034594077,-0.0580956978,0.0393659956,0.1519405923,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4460000000,0.1000000000,0.2561000000,0.3135096587,0.2161004544,0.1035226846,-0.2135096587,-0.1161004544,-0.0035226846,-0.0574096587,0.0399995456,0.1525773154,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4480000000,0.1000000000,0.2568000000,0.3135134538,0.2161598342,0.1035825754,-0.2135134538,-0.1161598342,-0.0035825754,-0.0567134538,0.0406401658,0.1532174246,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4500000000,0.1000000000,0.2575000000,0.3135071090,0.2162121562,0.1036390828,-0.2135071090,-0.1162121562,-0.0036390828,-0.0560071090,0.0412878438,0.1538609172,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4520000000,0.1000000000,0.2582000000,0.3134906499,0.2162574327,0.1036922096,-0.2134906499,-0.1162574327,-0.0036922096,-0.0552906499,0.0419425673,0.1545077904,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4540000000,0.1000000000,0.2589000000,0.3134641020,0.2162956759,0.1037419586,-0.2134641020,-0.1162956759,-0.0037419586,-0.0545641020,0.0426043241,0.1551580414,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4560000000,0.1000000000,0.2596000000,0.3134274909,0.2163268982,0.1037883328,-0.2134274909,-0.1163268982,-0.0037883328,-0.0538274909,0.0432731018,0.1558116672,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4580000000,0.1000000000,0.2603000000,0.3133808420,0.2163511118,0.1038313349,-0.2133808420,-0.1163511118,-0.0038313349,-0.0530808420,0.0439488882,0.1564686651,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4600000000,0.1000000000,0.2610000000,0.3133241805,0.2163683289,0.1038709677,-0.2133241805,-0.1163683289,-0.0038709677,-0.0523241805,0.0446316711,0.1571290323,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4620000000,0.1000000000,0.2617000000,0.3132575319,0.2163785616,0.1039072341,-0.2132575319,-0.1163785616,-0.0039072341,-0.0515575319,0.0453214384,0.1577927659,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4640000000,0.1000000000,0.2624000000,0.3131809211,0.2163818222,0.1039401369,-0.2131809211,-0.1163818222,-0.0039401369,-0.0507809211,0.0460181778,0.1584598631,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4660000000,0.1000000000,0.2631000000,0.3130943732,0.2163781227,0.1039696789,-0.2130943732,-0.1163781227,-0.0039696789,-0.0499943732,0.0467218773,0.1591303211,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4680000000,0.1000000000,0.2638000000,0.3129979133,0.2163674753,0.1039958628,-0.2129979133,-0.1163674753,-0.0039958628,-0.0491979133,0.0474325247,0.1598041372,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4700000000,0.1000000000,0.2645000000,0.3128915663,0.2163498920,0.1040186916,-0.2128915663,-0.1163498920,-0.0040186916,-0.0483915663,0.0481501080,0.1604813084,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4720000000,0.1000000000,0.2652000000,0.3127753569,0.2163253849,0.1040381679,-0.2127753569,-0.1163253849,-0.0040381679,-0.0475753569,0.0488746151,0.1611618321,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4740000000,0.1000000000,0.2659000000,0.3126493099,0.2162939659,0.1040542947,-0.2126493099,-0.1162939659,-0.0040542947,-0.0467493099,0.0496060341,0.1618457053,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4760000000,0.1000000000,0.2666000000,0.3125134499,0.2162556471,0.1040670746,-0.2125134499,-0.1162556471,-0.0040670746,-0.0459134499,0.0503443529,0.1625329254,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4780000000,0.1000000000,0.2673000000,0.3123678016,0.2162104404,0.1040765105,-0.2123678016,-0.1162104404,-0.0040765105,-0.0450678016,0.0510895596,0.1632234895,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4800000000,0.1000000000,0.2680000000,0.3122123894,0.2161583578,0.1040826052,-0.2122123894,-0.1161583578,-0.0040826052,-0.0442123894,0.0518416422,0.1639173948,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4820000000,0.1000000000,0.2687000000,0.3120472377,0.2160994111,0.1040853615,-0.2120472377,-0.1160994111,-0.0040853615,-0.0433472377,0.0526005889,0.1646146385,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4840000000,0.1000000000,0.2694000000,0.3118723708,0.2160336122,0.1040847821,-0.2118723708,-0.1160336122,-0.0040847821,-0.0424723708,0.0533663878,0.1653152179,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4860000000,0.1000000000,0.2701000000,0.3116878130,0.2159609730,0.1040808698,-0.2116878130,-0.1159609730,-0.0040808698,-0.0415878130,0.0541390270,0.1660191302,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4880000000,0.1000000000,0.2708000000,0.3114935884,0.2158815053,0.1040736274,-0.2114935884,-0.1158815053,-0.0040736274,-0.0406935884,0.0549184947,0.1667263726,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4900000000,0.1000000000,0.2715000000,0.3112897212,0.2157952209,0.1040630577,-0.2112897212,-0.1157952209,-0.0040630577,-0.0397897212,0.0557047791,0.1674369423,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4920000000,0.1000000000,0.2722000000,0.3110762353,0.2157021315,0.1040491634,-0.2110762353,-0.1157021315,-0.0040491634,-0.0388762353,0.0564978685,0.1681508366,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4940000000,0.1000000000,0.2729000000,0.3108531547,0.2156022490,0.1040319474,-0.2108531547,-0.1156022490,-0.0040319474,-0.0379531547,0.0572977510,0.1688680526,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4960000000,0.1000000000,0.2736000000,0.3106205031,0.2154955849,0.1040114123,-0.2106205031,-0.1154955849,-0.0040114123,-0.0370205031,0.0581044151,0.1695885877,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.4980000000,0.1000000000,0.2743000000,0.3103783044,0.2153821510,0.1039875609,-0.2103783044,-0.1153821510,-0.0039875609,-0.0360783044,0.0589178490,0.1703124391,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5000000000,0.1000000000,0.2750000000,0.3101265823,0.2152619590,0.1039603960,-0.2101265823,-0.1152619590,-0.0039603960,-0.0351265823,0.0597380410,0.1710396040,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5020000000,0.1000000000,0.2757000000,0.3098653603,0.2151350204,0.1039299204,-0.2098653603,-0.1151350204,-0.0039299204,-0.0341653603,0.0605649796,0.1717700796,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5040000000,0.1000000000,0.2764000000,0.3095946620,0.2150013470,0.1038961368,-0.2095946620,-0.1150013470,-0.0038961368,-0.0331946620,0.0613986530,0.1725038632,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5060000000,0.1000000000,0.2771000000,0.3093145108,0.2148609502,0.1038590479,-0.2093145108,-0.1148609502,-0.0038590479,-0.0322145108,0.0622390498,0.1732409521,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5080000000,0.1000000000,0.2778000000,0.3090249302,0.2147138416,0.1038186565,-0.2090249302,-0.1147138416,-0.0038186565,-0.0312249302,0.0630861584,0.1739813435,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5100000000,0.1000000000,0.2785000000,0.3087259434,0.2145600327,0.1037749654,-0.2087259434,-0.1145600327,-0.0037749654,-0.0302259434,0.0639399673,0.1747250346,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5120000000,0.1000000000,0.2792000000,0.3084175736,0.2143995351,0.1037279772,-0.2084175736,-0.1143995351,-0.0037279772,-0.0292175736,0.0648004649,0.1754720228,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5140000000,0.1000000000,0.2799000000,0.3080998439,0.2142323602,0.1036776948,-0.2080998439,-0.1142323602,-0.0036776948,-0.0281998439,0.0656676398,0.1762223052,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5160000000,0.1000000000,0.2806000000,0.3077727776,0.2140585194,0.1036241208,-0.2077727776,-0.1140585194,-0.0036241208,-0.0271727776,0.0665414806,0.1769758792,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5180000000,0.1000000000,0.2813000000,0.3074363974,0.2138780242,0.1035672579,-0.2074363974,-0.1138780242,-0.0035672579,-0.0261363974,0.0674219758,0.1777327421,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
