s,lambda_kappa_0,lambda_kappa_0_5,lambda_kappa_1,epsilon,epsilon_plus_alpha_s,s_dagger_kappa_0,s_dagger_kappa_0_5,s_dagger_kappa_1,lambda_max_kappa_0,lambda_max_kappa_0_5,lambda_max_kappa_1
0.9700000000,0.0302246873,0.0220781984,0.0113608477,0.1000000000,0.4395000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9720000000,0.0282483125,0.0206383668,0.0106225559,0.1000000000,0.4402000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9740000000,0.0262663731,0.0191939269,0.0098815266,0.1000000000,0.4409000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9760000000,0.0242788809,0.0177448855,0.0091377619,0.1000000000,0.4416000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9780000000,0.0222858472,0.0162912497,0.0083912640,0.1000000000,0.4423000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9800000000,0.0202872835,0.0148330263,0.0076420349,0.1000000000,0.4430000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9820000000,0.0182832013,0.0133702224,0.0068900768,0.1000000000,0.4437000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9840000000,0.0162736120,0.0119028449,0.0061353919,0.1000000000,0.4444000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9860000000,0.0142585269,0.0104309006,0.0053779823,0.1000000000,0.4451000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9880000000,0.0122379575,0.0089543965,0.0046178500,0.1000000000,0.4458000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9900000000,0.0102119150,0.0074733395,0.0038549972,0.1000000000,0.4465000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9920000000,0.0081804106,0.0059877363,0.0030894261,0.1000000000,0.4472000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9940000000,0.0061434558,0.0044975940,0.0023211387,0.1000000000,0.4479000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9960000000,0.0041010616,0.0030029193,0.0015501371,0.1000000000,0.4486000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9980000000,0.0020532393,0.0015037190,0.0007764235,0.1000000000,0.4493000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1000000000,0.4500000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
