scenario,z,G,nominal_effect,real_effect,nominal_income,real_income,regime
no_consumer_capture_gap,0.5,0.66,0.23613449206690304,0.5040502861344507,4.6707045377474055,4.988150793060512,P
no_consumer_capture_gap,0.5,0.67,0.2399867158294564,0.507902509897004,4.685586553187377,5.0040442704833055,P
no_consumer_capture_gap,0.5,0.68,0.2438566198012093,0.5117724138687569,4.700558129132824,5.020033395426256,P
no_consumer_capture_gap,0.5,0.6900000000000001,0.2477441816675636,0.5156599757351112,4.715619804562096,5.0361187434995855,P
no_consumer_capture_gap,0.5,0.7000000000000001,0.25164937849585917,0.5195651725634068,4.730772121697136,5.052300893777561,P
no_consumer_capture_gap,0.5,0.71,0.25557218673751225,0.5234879808050599,4.746015626022998,5.0685804288193435,P
no_consumer_capture_gap,0.5,0.72,0.25951258223021956,0.5274283762977672,4.761350866307483,5.08495793468995,P
no_consumer_capture_gap,0.5,0.73,0.26347054020022376,0.5313863342677714,4.776778394620898,5.101434000981362,P
no_consumer_capture_gap,0.5,0.74,0.26744603526464505,0.5353618293321927,4.792298766355928,5.118009220833744,P
no_consumer_capture_gap,0.5,0.75,0.27143904143387354,0.5393548355014213,4.8079125402476315,5.134684190956802,P
no_consumer_capture_gap,0.5,0.76,0.2754495321140249,0.5433653261815725,4.823620278393556,5.151459511651262,P
no_consumer_capture_gap,0.5,0.77,0.27947748010945833,0.547393274177006,4.83942254627397,5.168335786830479,P
no_consumer_capture_gap,0.5,0.78,0.28352285762535573,0.5514386516929034,4.855319912772225,5.185313624042182,P
no_consumer_capture_gap,0.5,0.79,0.28758563627036193,0.5555014303379096,4.87131295019523,5.202393634490346,P
no_consumer_capture_gap,0.5,0.8,0.2916657870592855,0.5595815811268332,4.887402234294062,5.219576433057192,P
no_consumer_capture_gap,0.5,0.81,0.2957632804158598,0.5636790744834075,4.903588344284684,5.236862638325322,P
no_consumer_capture_gap,0.5,0.8200000000000001,0.29987808617556344,0.5677938802431111,4.919871862868805,5.254252872599993,P
no_consumer_capture_gap,0.5,0.8300000000000001,0.3040101735884997,0.5719259676560473,4.936253376254852,5.271747761931517,P
no_consumer_capture_gap,0.5,0.84,0.30815951132233416,0.5760753053898818,4.952733474179077,5.289347936137802,P
no_consumer_capture_gap,0.5,0.85,0.31232606746529196,0.5802418615328396,4.969312749926783,5.307054028827016,P
no_consumer_capture_gap,0.5,0.86,0.3165098095292091,0.5844256035967568,4.985991800353689,5.324866677420411,P
no_consumer_capture_gap,0.5,0.87,0.3207107044526439,0.5886264985201916,5.002771225907414,5.342786523175261,P
