vartheta,G,z,platform_share,nominal_income_effect,real_income_effect,nominal_income,real_income,nominal_income_index,real_income_index,consumer_price_index,regime
0.05,0.17801073614096374,0.525,0.7871660792970923,0.008474556036596248,0.2839826837905785,3.306177316867191,3.554953057164374,1.6510196428769246,1.8095600106447425,0.8127891901793067,P
0.05,0.17801073614096374,0.5325,0.7933810107049734,0.01577336196268314,0.2934567157094238,3.3064780495279615,3.5626594866946677,1.65116982100792,1.8134827760029988,0.8079859268449214,P
0.05,0.17801073614096374,0.54,0.7994606952051798,0.023025386991816166,0.30283663031362906,3.3069592655090445,3.570635081087933,1.6514101278520754,1.8175425530079552,0.8031740179333349,P
0.05,0.17801073614096374,0.5475,0.8054053647240603,0.030223778208453567,0.3121156558618747,3.30761979719025,3.5788789538037413,1.6517399803299957,1.8217388903883625,0.7983547665122567,P
0.05,0.17801073614096374,0.5549999999999999,0.8112154265909266,0.03736212219981633,0.32128752150664064,3.308458340674938,3.587390079405747,1.6521587273093434,1.8260712661714757,0.7935294523460068,P
0.05,0.17801073614096374,0.5625,0.8168914548480709,0.04443444159929871,0.3303464507961235,3.309473465762556,3.5961673035118626,1.6526656545848664,1.8305390927479435,0.7886993308014617,P
0.05,0.17801073614096374,0.57,0.8224341814431363,0.05143518987039106,0.33928715337548876,3.3106636257172246,3.605209352567108,1.653259989756576,1.8351417218464303,0.783865631861218,P
0.05,0.17801073614096374,0.5775,0.827844487353257,0.058359244492239115,0.34810481506587904,3.3120271668043584,3.6145148434107712,1.6539409069920923,1.8398784494035436,0.7790295592418446,P
0.05,0.17801073614096374,0.585,0.8331233936873393,0.06520189870678614,0.3567950864973549,3.3135623375709025,3.6240822926128637,1.6547075316609519,1.8447485203163199,0.7741922896147061,P
0.05,0.17801073614096374,0.5925,0.8382720528096814,0.07195885198486815,0.36535407046825663,3.3152672978481363,3.6339101255580797,1.6555589448303778,1.8497511330661898,0.76935497192649,P
